"","Transect","Plot","Replicate","Date","Time","Observer","Sky","Wind","BirdNumber","Period","Minute","Species","Sex","DetectionMethod","Distance","NewRecord","CounterSing"
"17014",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,6,2,4,"BTNW","M","S",1,0,0
"17015",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,7,2,4,"BTBW","M","S",1,0,0
"17016",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,8,2,4,"OVEN","M","S",1,0,1
"17017",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,9,3,6,"OVEN","M","S",1,0,1
"17018",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,10,3,7,"BTNW","M","S",1,0,0
"17019",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,11,3,8,"BTBW","M","S",1,0,0
"17020",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,12,3,8,"OVEN","M","S",1,0,0
"17022",760,270,3,"7/3/2015","6:48:00 AM","CH",2,1,2,1,1,"OVEN","M","S",1,1,0
"17023",760,270,3,"7/3/2015","6:48:00 AM","CH",2,1,3,1,1,"BTBW","M","S",1,1,0
"17024",760,270,3,"7/3/2015","6:48:00 AM","CH",2,1,4,1,2,"REVI","M","S",1,1,0
"17025",760,270,3,"7/3/2015","6:48:00 AM","CH",2,1,6,2,4,"BTBW","M","S",1,0,0
"17026",760,270,3,"7/3/2015","6:48:00 AM","CH",2,1,7,2,4,"REVI","M","S",1,0,0
"17027",760,270,3,"7/3/2015","6:48:00 AM","CH",2,1,8,3,7,"REVI","M","S",1,0,0
"17028",760,270,3,"7/3/2015","6:48:00 AM","CH",2,1,9,3,7,"BTBW","M","S",1,0,0
"17029",760,270,3,"7/3/2015","6:48:00 AM","CH",2,1,10,3,7,"OVEN","M","S",1,0,0
"17031",765,238,3,"7/3/2015","7:25:00 AM","JDW",0,1,3,1,1,"BLBW","M","S",1,1,1
"17032",765,238,3,"7/3/2015","7:25:00 AM","JDW",0,1,8,1,3,"BTBW","M","S",1,1,0
"17033",765,238,3,"7/3/2015","7:25:00 AM","JDW",0,1,9,2,4,"BLBW","M","S",1,0,1
"17035",765,238,3,"7/3/2015","7:25:00 AM","JDW",0,1,13,2,5,"BTBW","M","S",1,0,0
"17036",765,238,3,"7/3/2015","7:25:00 AM","JDW",0,1,18,3,8,"BTBW","M","S",1,0,0
"17037",765,238,3,"7/3/2015","7:25:00 AM","JDW",0,1,19,3,8,"BLBW","M","S",1,0,1
"17039",760,271,3,"7/3/2015","6:32:00 AM","CH",2,1,1,1,1,"REVI","M","S",1,1,0
"17040",760,271,3,"7/3/2015","6:32:00 AM","CH",2,1,2,1,1,"BTBW","M","S",1,1,0
"17041",760,271,3,"7/3/2015","6:32:00 AM","CH",2,1,3,1,3,"OVEN","M","S",1,1,0
"17042",760,271,3,"7/3/2015","6:32:00 AM","CH",2,1,4,2,4,"OVEN","M","S",1,0,0
"17043",760,271,3,"7/3/2015","6:32:00 AM","CH",2,1,5,2,5,"BTNW","M","S",1,1,0
"17044",760,271,3,"7/3/2015","6:32:00 AM","CH",2,1,6,2,6,"REVI","M","S",1,0,0
"17045",760,271,3,"7/3/2015","6:32:00 AM","CH",2,1,7,2,7,"BTBW","M","S",1,0,0
"17046",760,271,3,"7/3/2015","6:32:00 AM","CH",2,1,8,3,7,"REVI","M","S",1,0,0
"17047",760,271,3,"7/3/2015","6:32:00 AM","CH",2,1,9,3,7,"BTBW","M","S",1,0,0
"17048",760,271,3,"7/3/2015","6:32:00 AM","CH",2,1,10,3,7,"BTNW","M","S",1,0,0
"17049",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,1,1,1,"OVEN","M","S",1,1,1
"17050",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,2,1,1,"REVI","M","S",1,1,0
"17054",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,6,1,1,"BTBW","M","S",1,1,0
"17056",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,11,1,3,"BTNW","M","S",1,1,0
"17057",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,12,2,4,"OVEN","M","S",1,0,1
"17058",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,13,2,4,"BTBW","M","S",1,0,0
"17061",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,18,2,4,"BTNW","M","S",1,0,1
"17065",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,22,3,7,"BTNW","M","S",1,0,1
"17067",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,24,3,7,"BTBW","M","S",1,0,0
"17068",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,27,3,8,"REVI","M","S",1,0,0
"17070",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,29,3,9,"OVEN","M","S",1,0,1
"17071",760,272,3,"7/3/2015","6:14:00 AM","CH",2,1,30,3,9,"BLBW","M","S",1,1,0
"17072",765,237,3,"7/3/2015","7:46:00 AM","JDW",0,2,1,1,1,"OVEN","M","S",1,1,0
"17073",765,237,3,"7/3/2015","7:46:00 AM","JDW",0,2,2,1,1,"BTNW","M","S",1,1,0
"17075",765,237,3,"7/3/2015","7:46:00 AM","JDW",0,2,5,2,4,"OVEN","M","S",1,0,0
"17077",765,237,3,"7/3/2015","7:46:00 AM","JDW",0,2,7,2,5,"BTNW","M","S",1,0,0
"17078",765,237,3,"7/3/2015","7:46:00 AM","JDW",0,2,9,3,7,"OVEN","M","S",1,0,0
"17079",765,237,3,"7/3/2015","7:46:00 AM","JDW",0,2,10,3,8,"BTNW","M","S",1,0,0
"17080",765,236,3,"7/3/2015","7:59:00 AM","JDW",0,1,2,1,1,"BTBW","M","S",1,1,0
"17082",765,236,3,"7/3/2015","7:59:00 AM","JDW",0,1,5,1,2,"REVI","M","S",1,1,1
"17083",765,236,3,"7/3/2015","7:59:00 AM","JDW",0,1,6,1,3,"OVEN","M","S",1,1,0
"17085",765,236,3,"7/3/2015","7:59:00 AM","JDW",0,1,8,2,4,"OVEN","M","S",1,0,0
"17088",765,236,3,"7/3/2015","7:59:00 AM","JDW",0,1,12,2,6,"REVI","M","S",1,0,1
"17089",765,236,3,"7/3/2015","7:59:00 AM","JDW",0,1,13,2,6,"BTBW","M","S",1,0,0
"17090",765,236,3,"7/3/2015","7:59:00 AM","JDW",0,1,14,3,7,"OVEN","M","S",1,0,1
"17091",765,236,3,"7/3/2015","7:59:00 AM","JDW",0,1,15,3,7,"REVI","M","S",1,0,1
"17093",765,236,3,"7/3/2015","7:59:00 AM","JDW",0,1,17,3,8,"BTBW","M","S",1,0,0
"17096",760,273,3,"7/3/2015","5:59:00 AM","CH",2,1,1,1,1,"BTNW","M","S",1,1,0
"17097",760,273,3,"7/3/2015","5:59:00 AM","CH",2,1,2,1,1,"BTBW","M","S",1,1,0
"17098",760,273,3,"7/3/2015","5:59:00 AM","CH",2,1,3,1,1,"OVEN","M","S",1,1,0
"17100",760,273,3,"7/3/2015","5:59:00 AM","CH",2,1,8,2,4,"BTBW","M","S",1,0,0
"17101",760,273,3,"7/3/2015","5:59:00 AM","CH",2,1,9,2,4,"BTNW","M","S",1,0,0
"17102",760,273,3,"7/3/2015","5:59:00 AM","CH",2,1,10,2,4,"OVEN","M","S",1,0,0
"17106",760,273,3,"7/3/2015","5:59:00 AM","CH",2,1,18,3,7,"BTNW","M","S",1,0,0
"17107",760,273,3,"7/3/2015","5:59:00 AM","CH",2,1,19,3,7,"BTBW","M","S",1,0,1
"17108",760,273,3,"7/3/2015","5:59:00 AM","CH",2,1,23,3,8,"REVI","M","S",1,1,1
"17110",760,273,3,"7/3/2015","5:59:00 AM","CH",2,1,25,3,9,"OVEN","M","S",1,0,0
"17112",765,235,3,"7/3/2015","8:17:00 AM","JDW",0,1,1,1,2,"OVEN","M","S",1,1,0
"17113",765,235,3,"7/3/2015","8:17:00 AM","JDW",0,1,2,2,4,"OVEN","M","S",1,0,0
"17114",765,235,3,"7/3/2015","8:17:00 AM","JDW",0,1,4,3,8,"OVEN","M","S",1,0,0
"17115",765,234,3,"7/3/2015","8:31:00 AM","JDW",0,0,1,1,1,"REVI","M","S",1,1,0
"17116",765,234,3,"7/3/2015","8:31:00 AM","JDW",0,0,3,1,1,"BTBW","M","S",1,1,0
"17117",765,234,3,"7/3/2015","8:31:00 AM","JDW",0,0,4,1,3,"OVEN","M","S",1,1,0
"17118",765,234,3,"7/3/2015","8:31:00 AM","JDW",0,0,6,2,5,"REVI","M","S",1,0,0
"17119",765,234,3,"7/3/2015","8:31:00 AM","JDW",0,0,7,2,5,"OVEN","M","S",1,0,0
"17120",765,234,3,"7/3/2015","8:31:00 AM","JDW",0,0,8,2,6,"BTBW","M","S",1,0,0
"17122",765,234,3,"7/3/2015","8:31:00 AM","JDW",0,0,11,3,8,"REVI","M","S",1,0,0
"17123",765,234,3,"7/3/2015","8:31:00 AM","JDW",0,0,12,3,9,"BTBW","M","S",1,0,0
"17124",765,234,3,"7/3/2015","8:31:00 AM","JDW",0,0,13,3,9,"OVEN","M","S",1,0,0
"17125",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,3,1,1,"OVEN","M","S",1,1,0
"17127",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,5,1,1,"BTNW","M","S",1,1,1
"17128",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,6,1,1,"BTBW","M","S",1,1,1
"17129",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,8,1,1,"BTNW","U","C",1,1,1
"17130",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,10,2,4,"OVEN","M","S",1,0,1
"17131",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,12,2,4,"BTNW","M","S",1,0,1
"17132",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,13,2,4,"BTBW","M","S",1,0,0
"17133",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,14,2,4,"BTNW","U","C",1,0,1
"17134",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,17,2,6,"REVI","M","S",1,1,0
"17136",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,20,3,7,"REVI","M","S",1,0,0
"17137",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,22,3,7,"BTBW","M","S",1,0,0
"17138",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,24,3,7,"BTNW","U","C",1,0,0
"17140",760,274,3,"7/3/2015","5:40:00 AM","CH",2,0,27,3,9,"BTNW","M","S",1,0,0
"17141",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,1,1,1,"REVI","M","S",1,1,0
"17142",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,2,1,1,"BTBW","M","S",1,1,1
"17143",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,3,1,1,"BTBW","M","S",1,1,1
"17144",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,4,1,3,"OVEN","M","S",1,1,0
"17145",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,5,2,4,"REVI","M","S",1,0,0
"17146",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,6,2,5,"BTBW","M","S",1,0,1
"17147",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,7,2,5,"BTBW","M","S",1,0,1
"17148",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,8,2,5,"OVEN","M","S",1,0,0
"17149",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,9,3,7,"OVEN","M","S",1,0,0
"17150",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,10,3,8,"REVI","M","S",1,0,0
"17151",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,11,3,9,"BTBW","M","S",1,0,0
"17152",765,233,3,"7/3/2015","8:49:00 AM","JDW",0,2,12,3,9,"BTBW","M","S",1,0,0
"17153",765,232,3,"7/3/2015","9:05:00 AM","JDW",0,0,1,1,1,"REVI","M","S",1,1,0
"17154",765,232,3,"7/3/2015","9:05:00 AM","JDW",0,0,2,2,4,"REVI","M","S",1,0,0
"17155",765,232,3,"7/3/2015","9:05:00 AM","JDW",0,0,3,3,7,"REVI","M","S",1,0,0
"17156",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,4,1,1,"REVI","M","S",1,1,0
"17157",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,5,1,1,"BLBW","M","S",1,1,0
"17158",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,7,1,2,"OVEN","M","S",1,1,0
"17159",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,8,1,2,"BTNW","M","S",1,1,0
"17160",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,9,1,2,"BTBW","M","S",1,1,0
"17161",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,10,2,3,"OVEN","M","S",1,0,0
"17162",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,12,2,3,"BTNW","M","S",1,0,0
"17163",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,14,2,4,"REVI","M","S",1,0,1
"17164",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,15,2,5,"REVI","M","S",1,1,1
"17166",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,17,3,6,"BTNW","M","S",1,0,0
"17168",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,20,3,7,"OVEN","M","S",1,0,0
"17170",775,157,3,"7/3/2015","5:31:00 AM","AJS",2,0,22,3,7,"REVI","M","S",1,0,1
"17173",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,2,1,1,"BTBW","M","S",1,1,0
"17174",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,3,1,1,"BLBW","M","S",1,1,0
"17175",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,4,1,1,"REVI","M","S",1,1,0
"17176",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,6,1,1,"BTNW","M","S",1,1,0
"17179",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,10,2,4,"REVI","M","S",1,0,1
"17181",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,12,2,4,"BTBW","M","S",1,0,0
"17182",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,13,2,4,"BLBW","M","S",1,0,0
"17183",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,15,2,4,"BTNW","M","S",1,0,0
"17185",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,20,3,7,"REVI","M","S",1,0,1
"17188",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,23,3,7,"BTNW","M","S",1,0,0
"17189",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,24,3,7,"BTBW","M","S",1,0,0
"17190",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,25,3,9,"BLBW","M","S",1,1,1
"17191",770,202,3,"7/3/2015","5:30:00 AM","DJW",1,0,27,3,10,"BLBW","M","S",1,0,1
"17192",775,158,3,"7/3/2015","5:48:00 AM","AJS",1,0,1,1,1,"OVEN","M","S",1,1,0
"17193",775,158,3,"7/3/2015","5:48:00 AM","AJS",1,0,2,1,1,"REVI","M","S",1,1,1
"17196",775,158,3,"7/3/2015","5:48:00 AM","AJS",1,0,5,1,1,"BTBW","M","S",1,1,0
"17197",775,158,3,"7/3/2015","5:48:00 AM","AJS",1,0,7,2,3,"OVEN","M","S",1,0,0
"17198",775,158,3,"7/3/2015","5:48:00 AM","AJS",1,0,8,2,3,"BTBW","M","S",1,0,0
"17204",775,158,3,"7/3/2015","5:48:00 AM","AJS",1,0,15,3,7,"BTNW","M","S",1,1,1
"17205",775,158,3,"7/3/2015","5:48:00 AM","AJS",1,0,16,3,7,"BTBW","M","S",1,0,0
"17206",775,158,3,"7/3/2015","5:48:00 AM","AJS",1,0,17,3,7,"OVEN","M","S",1,0,0
"17208",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,1,1,1,"REVI","M","S",1,1,1
"17209",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,3,1,1,"OVEN","M","S",1,1,1
"17211",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,6,1,1,"BTBW","M","S",1,1,0
"17213",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,10,1,3,"BTNW","M","S",1,1,0
"17214",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,13,2,4,"REVI","M","S",1,0,1
"17217",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,17,2,4,"BTBW","M","S",1,0,0
"17218",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,19,2,5,"BLBW","M","S",1,0,0
"17219",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,23,3,7,"REVI","M","S",1,0,1
"17221",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,25,3,7,"OVEN","M","S",1,0,1
"17223",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,31,3,7,"BTBW","M","S",1,0,0
"17224",770,203,3,"7/3/2015","5:47:00 AM","DJW",1,0,32,3,8,"BTNW","M","S",1,0,0
"17225",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,1,1,1,"BTNW","M","S",1,1,0
"17226",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,3,1,1,"REVI","M","S",1,1,0
"17227",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,4,1,1,"REVI","M","S",1,1,0
"17229",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,7,1,2,"OVEN","M","S",1,1,0
"17230",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,10,2,4,"BTNW","M","S",1,0,0
"17231",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,11,2,4,"BTBW","M","S",1,0,0
"17232",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,12,2,4,"REVI","M","S",1,0,1
"17233",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,13,2,4,"REVI","M","S",1,0,1
"17234",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,14,2,5,"OVEN","M","S",1,0,0
"17235",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,15,3,6,"BTBW","M","S",1,0,1
"17236",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,16,3,7,"BTNW","M","S",1,0,0
"17237",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,17,3,7,"BTBW","M","S",1,1,1
"17238",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,18,3,7,"REVI","M","S",1,0,1
"17239",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,19,3,7,"REVI","M","S",1,0,1
"17240",775,159,3,"7/3/2015","6:07:00 AM","AJS",1,0,20,3,9,"OVEN","M","S",1,0,0
"17241",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,2,1,1,"OVEN","M","S",1,1,0
"17242",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,5,1,1,"BTBW","M","S",1,1,0
"17243",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,6,1,1,"BTNW","M","S",1,1,1
"17244",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,7,1,2,"REVI","M","S",1,1,0
"17245",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,9,1,2,"BTNW","M","S",1,1,1
"17246",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,12,2,4,"BTBW","M","S",1,0,0
"17247",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,13,2,4,"BTNW","M","S",1,0,1
"17248",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,14,2,4,"BTNW","M","S",1,0,1
"17249",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,15,2,5,"REVI","M","S",1,0,0
"17250",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,17,3,6,"BTBW","M","S",1,0,0
"17251",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,18,3,7,"BTNW","M","S",1,0,1
"17252",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,19,3,7,"BTNW","M","S",1,0,1
"17253",775,160,3,"7/3/2015","6:23:00 AM","AJS",1,0,20,3,7,"OVEN","M","S",1,0,0
"17255",775,161,3,"7/3/2015","6:42:00 AM","AJS",1,1,1,1,1,"BTBW","M","S",1,1,0
"17257",775,161,3,"7/3/2015","6:42:00 AM","AJS",1,1,3,1,1,"BTNW","M","S",1,1,0
"17259",775,161,3,"7/3/2015","6:42:00 AM","AJS",1,1,6,2,3,"REVI","M","S",1,1,1
"17261",775,161,3,"7/3/2015","6:42:00 AM","AJS",1,1,10,3,6,"REVI","M","S",1,0,1
"17263",775,161,3,"7/3/2015","6:42:00 AM","AJS",1,1,13,3,7,"BTBW","M","S",1,0,0
"17264",775,161,3,"7/3/2015","6:42:00 AM","AJS",1,1,15,3,8,"BTNW","M","S",1,0,0
"17265",770,204,3,"7/3/2015","6:04:00 AM","DJW",0,0,1,1,1,"REVI","M","S",1,1,1
"17266",770,204,3,"7/3/2015","6:04:00 AM","DJW",0,0,2,1,1,"REVI","M","S",1,1,1
"17268",770,204,3,"7/3/2015","6:04:00 AM","DJW",0,0,5,1,1,"BTBW","M","S",1,1,0
"17269",770,204,3,"7/3/2015","6:04:00 AM","DJW",0,0,8,2,4,"BTBW","M","S",1,0,0
"17270",770,204,3,"7/3/2015","6:04:00 AM","DJW",0,0,10,2,4,"REVI","M","S",1,0,1
"17272",770,204,3,"7/3/2015","6:04:00 AM","DJW",0,0,14,2,6,"REVI","M","S",1,0,1
"17274",770,204,3,"7/3/2015","6:04:00 AM","DJW",0,0,16,3,7,"REVI","M","S",1,0,1
"17275",770,204,3,"7/3/2015","6:04:00 AM","DJW",0,0,17,3,7,"REVI","M","S",1,0,1
"17277",770,204,3,"7/3/2015","6:04:00 AM","DJW",0,0,21,3,8,"BTBW","M","S",1,0,0
"17278",775,162,3,"7/3/2015","6:58:00 AM","AJS",1,1,1,1,1,"BTBW","M","S",1,1,0
"17279",775,162,3,"7/3/2015","6:58:00 AM","AJS",1,1,2,1,1,"REVI","M","S",1,1,0
"17280",775,162,3,"7/3/2015","6:58:00 AM","AJS",1,1,3,2,3,"BTBW","M","S",1,0,0
"17281",775,162,3,"7/3/2015","6:58:00 AM","AJS",1,1,4,2,6,"OVEN","M","S",1,1,0
"17282",775,162,3,"7/3/2015","6:58:00 AM","AJS",1,1,5,3,7,"OVEN","M","S",1,0,0
"17283",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,1,1,1,"BLBW","M","S",1,1,0
"17284",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,2,1,1,"OVEN","M","S",1,1,0
"17285",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,3,1,1,"BTBW","M","S",1,1,1
"17286",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,4,1,1,"BTNW","M","S",1,1,1
"17287",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,5,1,1,"BTNW","M","S",1,1,1
"17288",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,7,1,2,"BTBW","M","S",1,1,1
"17289",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,8,2,3,"BTNW","M","S",1,0,0
"17290",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,13,2,4,"BTBW","M","S",1,1,0
"17291",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,14,2,5,"OVEN","M","S",1,0,0
"17293",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,16,2,6,"BLBW","M","S",1,0,0
"17294",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,17,3,6,"BLBW","M","S",1,0,0
"17295",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,21,3,8,"BTNW","M","S",1,0,0
"17296",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,22,3,8,"REVI","M","S",1,1,1
"17297",775,163,3,"7/3/2015","7:15:00 AM","AJS",0,0,23,3,8,"BTBW","M","S",1,0,0
"17299",770,205,3,"7/3/2015","6:18:00 AM","DJW",0,0,1,1,1,"REVI","M","S",1,1,0
"17301",770,205,3,"7/3/2015","6:18:00 AM","DJW",0,0,4,1,1,"BTBW","M","S",1,1,0
"17302",770,205,3,"7/3/2015","6:18:00 AM","DJW",0,0,6,2,4,"BTNW","M","S",1,1,0
"17303",770,205,3,"7/3/2015","6:18:00 AM","DJW",0,0,7,2,4,"REVI","M","S",1,0,0
"17304",770,205,3,"7/3/2015","6:18:00 AM","DJW",0,0,8,2,4,"BTBW","M","S",1,0,0
"17305",770,205,3,"7/3/2015","6:18:00 AM","DJW",0,0,10,2,5,"BLBW","M","S",1,1,0
"17308",770,205,3,"7/3/2015","6:18:00 AM","DJW",0,0,13,3,7,"REVI","M","S",1,0,0
"17309",770,205,3,"7/3/2015","6:18:00 AM","DJW",0,0,14,3,7,"BTBW","M","S",1,0,0
"17310",770,205,3,"7/3/2015","6:18:00 AM","DJW",0,0,16,3,7,"BLBW","M","S",1,0,0
"17311",770,206,3,"7/3/2015","6:36:00 AM","DJW",0,0,1,1,1,"OVEN","M","S",1,1,0
"17312",770,206,3,"7/3/2015","6:36:00 AM","DJW",0,0,2,1,1,"BTNW","M","S",1,1,0
"17313",770,206,3,"7/3/2015","6:36:00 AM","DJW",0,0,4,2,4,"OVEN","M","S",1,0,0
"17314",770,206,3,"7/3/2015","6:36:00 AM","DJW",0,0,5,2,4,"BTNW","M","S",1,0,0
"17315",770,206,3,"7/3/2015","6:36:00 AM","DJW",0,0,6,3,8,"OVEN","M","S",1,0,0
"17316",770,207,3,"7/3/2015","6:54:00 AM","DJW",0,0,1,1,1,"OVEN","M","S",1,1,0
"17317",770,207,3,"7/3/2015","6:54:00 AM","DJW",0,0,2,1,1,"BTBW","M","S",1,1,0
"17318",770,207,3,"7/3/2015","6:54:00 AM","DJW",0,0,4,2,4,"OVEN","M","S",1,0,0
"17319",770,207,3,"7/3/2015","6:54:00 AM","DJW",0,0,7,3,7,"OVEN","M","S",1,0,0
"17320",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,2,1,1,"BLBW","M","S",1,1,0
"17321",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,3,1,1,"BTBW","M","S",1,1,0
"17323",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,5,1,1,"BTNW","M","S",1,1,1
"17324",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,6,1,2,"BTNW","M","S",1,1,1
"17326",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,8,2,3,"BTBW","M","S",1,0,0
"17327",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,10,2,3,"BTNW","M","S",1,0,1
"17328",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,11,2,3,"BTNW","M","S",1,0,1
"17330",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,16,2,6,"BLBW","M","S",1,0,0
"17331",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,17,3,6,"BLBW","M","S",1,0,0
"17332",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,19,3,7,"BTBW","M","S",1,0,0
"17333",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,23,3,8,"BTNW","M","S",1,0,1
"17334",775,164,3,"7/3/2015","7:34:00 AM","AJS",0,0,24,3,9,"BTNW","M","S",1,0,1
"17335",770,208,3,"7/3/2015","7:13:00 AM","DJW",0,0,1,2,6,"BTBW","M","S",1,1,0
"17336",770,208,3,"7/3/2015","7:13:00 AM","DJW",0,0,2,3,7,"BTBW","M","S",1,0,0
